Experiment,Created,Number of Documents,Silhouette Score,Davies-Bouldin Score,Calinski-Harabasz Score,step,Coherence,Perplexity,RANDOM_SEED,train_data_path,test_data_path,procd_text,extract_sample.fraction,extract_sample.stratify_column,feature_engineering.bow,feature_engineering.tfidf,feature_engineering.ngram,feature_engineering.bert,feature_engineering.bert_pretrained_model,clustering_bert.algorithm,clustering_bert.num_clusters,clustering_bert.eps,clustering_bert.min_samples,topic_modeling.feature,topic_modeling.algorithm,topic_modeling.cluster,topic_modeling.num_topics
mined-nims,01:57 AM,32259.0,0.0633448660373687,2.8180778888310867,2947.4493460189947,,0.3948667205368942,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,6.0
sarky-runs,01:56 AM,32259.0,0.0633448660373687,2.8180778888310867,2947.4493460189947,,0.413909379025608,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,4.0
doped-says,01:55 AM,32259.0,0.0633448660373687,2.8180778888310867,2947.4493460189947,,0.4563286287103906,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,2.0
campy-dele,01:52 AM,32259.0,0.0633448660373687,2.8180778888310867,2947.4493460189947,,0.3901843889977582,-11.20967562591554,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,10.0
liege-bags,01:52 AM,32259.0,0.0633448660373687,2.8180778888310867,2947.4493460189947,,0.3910901487349044,-10.59326760762919,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,8.0
yucky-pony,01:51 AM,32259.0,0.0633448660373687,2.8180778888310867,2947.4493460189947,,0.3825629434069828,-10.192732096084626,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,6.0
gawky-taco,01:49 AM,32259.0,0.0633448660373687,2.8180778888310867,2947.4493460189947,,0.4028233956805193,-10.00991270204505,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,4.0
brisk-sorb,01:48 AM,32259.0,0.0633448660373687,2.8180778888310867,2947.4493460189947,,0.4010277907004154,-9.812571362106228,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,2.0
sewed-awns,01:47 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.3789736619939416,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,10.0
shore-kaka,01:45 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.3756704100769626,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,8.0
sewed-plop,01:44 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.3665011034877319,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,6.0
white-vacs,01:43 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.3609590003964465,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,4.0
beige-mean,01:41 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.4222395236615349,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,2.0
woozy-duke,01:40 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.4909999163852411,-15.171494636407614,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,10.0
muzzy-hose,01:40 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.4273280800912561,-13.86903426432695,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,8.0
tepid-whit,01:37 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.4047531239490449,-12.815291979806885,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,6.0
adust-robe,01:37 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.3889443065702173,-12.086758457005637,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,4.0
boric-amie,01:37 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.3806486758485873,-11.358028285605704,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,2.0
adept-bold,01:34 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.4051662494755413,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,10.0
nicer-scow,01:34 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.4277723890172853,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,8.0
flash-goos,01:33 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.4186427808687132,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,6.0
angry-male,01:30 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.4169857714443672,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,4.0
choky-magi,01:30 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.453562599863595,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,2.0
aspen-weds,01:30 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.4025988927296584,-11.24896470804635,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,10.0
ashen-hose,01:27 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.394129684377708,-10.4725697965304,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,8.0
drear-hake,01:26 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.3985611718886601,-10.016058351420249,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,6.0
unapt-rubs,01:26 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.4098723086002563,-9.798308247463291,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,4.0
unfed-linn,01:24 AM,32259.0,0.0891185104846954,3.200008036406948,3574.03574151533,,0.4158990710310233,-9.61333398670205,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,2.0
fifty-dado,01:23 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4082240346166884,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,10.0
party-wens,01:23 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4154184418293046,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,8.0
oiled-lick,01:20 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.396743768235735,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,6.0
grand-lats,01:20 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.3908373020423927,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,4.0
solar-yogi,01:20 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4765451921458803,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,2.0
undug-coed,01:17 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.5555557722048093,-15.016932994793418,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,True,10.0
swept-weir,01:17 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.5451000713809073,-13.61668819042664,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,True,8.0
bulgy-owls,01:17 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4490047839580352,-12.639856974308348,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,True,6.0
heigh-seep,01:15 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4481778154706469,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,True,10.0
ashen-trio,01:15 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4683454034728292,-11.935337643265216,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,True,4.0
hired-tier,01:15 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4124670296948957,-11.228470525491897,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,True,2.0
taboo-unit,01:12 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4655545601666916,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,True,8.0
sound-wean,01:12 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4487681593480445,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,True,6.0
gypsy-good,01:12 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.44447133130417,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,True,4.0
rapid-genu,01:09 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4960478113869601,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,True,2.0
boozy-beep,01:09 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4345806153409143,-11.175069840650515,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,lda,True,10.0
goofy-dams,01:09 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.412024620654973,-10.38641973429892,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,lda,True,8.0
eaten-good,01:07 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4563080808320443,-9.50727757526655,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,lda,True,2.0
hulky-want,01:06 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.438489079010439,-9.687462176951872,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,lda,True,4.0
lived-plow,01:06 AM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.4240496084445179,-9.913685366637178,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,lda,True,6.0
toned-ludo,06:02 PM,32259.0,0.2480393052101135,1.9758421685443364,5705.016157517404,,0.5451000713809073,-13.61668819042664,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,True,8.0
tidal-seer,01:33 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4167353610966868,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,False,10.0
rapid-plow,01:32 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.3781570296148753,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,False,8.0
ducky-sail,01:30 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4028819361143548,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,False,6.0
local-weal,01:29 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4213642154509142,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,False,4.0
fuggy-jiao,01:28 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4483488281242469,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,False,2.0
fated-damn,01:26 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.6312082069707972,-13.2672504954558,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,False,10.0
staid-many,01:25 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.6143912913526077,-12.080129433639414,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,False,8.0
leady-jabs,01:24 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.6227122912042483,-11.296513565232988,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,False,6.0
optic-toke,01:23 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.5596260234889245,-10.816370177002252,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,False,4.0
prosy-tass,01:21 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4243285322460172,-10.324227634302844,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,False,2.0
bendy-flew,01:20 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4399616580540009,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,False,10.0
oiled-arcs,01:19 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4542190883594419,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,False,8.0
vocal-pith,01:17 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4630418238343836,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,False,6.0
rummy-flus,01:16 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4843764942155809,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,False,4.0
spiky-sook,01:15 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4887212060595793,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,False,2.0
grave-vows,01:13 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.5226200191286537,-8.104560242463812,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,lda,False,10.0
unlet-gonk,01:12 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.5550367852712694,-7.737078069380371,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,lda,False,8.0
nowed-bolo,01:10 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.5067265030130669,-7.463014231928081,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,lda,False,6.0
whity-vega,01:09 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4813911186756252,-7.330610128958559,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,lda,False,4.0
obese-tils,01:07 PM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4971824738207413,-7.256238599027312,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,lda,False,2.0
enemy-brio,12:14 AM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.3853755889065411,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,tfidf,nmf,True,10.0
nervy-scow,12:09 AM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.3691570058912633,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,tfidf,nmf,True,8.0
elect-linn,12:05 AM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.3791514269783232,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,tfidf,nmf,True,6.0
cheap-haet,12:00 AM,32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.3744966061638312,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,tfidf,nmf,True,4.0
prima-ziti,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4326145934855778,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,tfidf,nmf,True,2.0
dowdy-puns,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.5183632798688281,-13.93842174203117,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,tfidf,lda,True,10.0
pupal-harl,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4913184611840031,-13.014420673871124,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,tfidf,lda,True,8.0
ashen-user,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4417360149110347,-12.289163899798776,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,tfidf,lda,True,6.0
naked-sacs,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.3911833540862552,-11.73204142584666,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,tfidf,lda,True,4.0
cronk-teat,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.403942853518923,-11.07448347093148,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,tfidf,lda,True,2.0
ready-coho,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4680110416803221,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,bow,nmf,True,10.0
sneak-doll,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4838443303498815,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,bow,nmf,True,8.0
unwed-doge,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4909678188186177,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,bow,nmf,True,6.0
dolce-coal,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.5054668515919493,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,bow,nmf,True,4.0
cruel-tare,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.5212823859395745,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,bow,nmf,True,2.0
mesne-gonk,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.465687326440498,-8.29505473386337,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,bow,lda,True,10.0
final-roma,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4715905594785787,-8.078855738507391,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,bow,lda,True,8.0
naval-fore,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4941078664050969,-7.9186049780489345,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,bow,lda,True,6.0
tumid-sins,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.5118103062447882,-7.844748716523431,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,bow,lda,True,4.0
jazzy-rand,"Oct 16, 2023",32259.0,0.0282436646521091,2.9390220376139897,1888.862972163684,,0.513159574958346,-7.786407860493793,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,bow,lda,True,2.0
uveal-ords,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.398863128276422,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,4.0,0.2,5.0,tfidf,nmf,True,10.0
blest-gust,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.388958632042483,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,4.0,0.2,5.0,tfidf,nmf,True,8.0
fatty-ambo,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.3973537096268227,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,4.0,0.2,5.0,tfidf,nmf,True,6.0
squat-kina,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.3853152897258592,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,4.0,0.2,5.0,tfidf,nmf,True,4.0
heady-soke,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4498244264589914,,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,4.0,0.2,5.0,tfidf,nmf,True,2.0
waspy-adze,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.5388909605031873,-13.917652071902946,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,4.0,0.2,5.0,tfidf,lda,True,10.0
swell-weld,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.5158559792305105,-12.991190593129089,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,4.0,0.2,5.0,tfidf,lda,True,8.0
short-aqua,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4890476455313193,-12.317260934969932,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,4.0,0.2,5.0,tfidf,lda,True,6.0
nodal-alto,"Oct 16, 2023",32259.0,0.3047588467597961,2.4224911959965123,3932.469998252696,,0.4346208863040859,-11.731213558527472,42.0,sample_train,test,lemma_w_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,4.0,0.2,5.0,tfidf,lda,True,4.0
